,clean_text,sentiment
496,produk sesuai deskripsi respon cepat setelah checkout langsung dikirim recomended seller semoga semakin sukses ,positive
497,barang dah sampai dengan selamat,positive
498,barang sudah sampai respon seller sangat responsif,positive
499,ok brg sdh sampai packing rapi ,positive
500,bagus mantab agak berat ,positive
501,barangnya mantap bro ,positive
502,respon super cepet jam mnt barang sdh sampai ,positive
503,barang sudah diterima dengan baik sesuai dengan gambar dan cepat respon penjual lewat chat cepat dibalas packing rapi ,positive
504,pengiriman lumayan cepat tp kenapa waktu di pasang isi paku yg beli rb an itu kok keluarnya ya apa bisa di atur biar tipa jepret keluar nya paku sj ,positive
505,barang udah mendarat makasih,positive
506,barang sesuai pesanan dan bagus,positive
507,barang agak telat tapi sudah saya terima cuma belum di coba semoga bagus barang nya ,positive
508,pengiriman kemarin terhambat ,negative
509,packing tidak rapih isi berantakan semoga kualitasnya ok,positive
510,barang sesuai bagus dan murah mantapp,positive
511,ok susuai dengan pesansan,positive
512,sesuai iklan produk kualitas baik paking aman kirimnya juga cepat ,positive
513,terima kasih barang sudah sampai jumlah sesuai dengan pesanan packing rapih,positive
514,biar bintang yg berbicara,positive
515,tanks bos barang dah sampai sesuai harapan ,positive
516,cukuppppppppppppppp ,negative
517,sudah terima barang nya tks ,positive
518,trim gan barangnya sudah sampai,positive
519,oke ,positive
520,barang ok sesuai ekspektasi,positive
521,barang sesuai pesanan respon n layanan cepat,positive
522,topp pesanan sesuai,positive
523,barang sdh sampai dengan baik,positive
524,yoiyoiyoiyoiyoiyoiyoyiyoi,positive
525,terima kasih barang sudah sampai jumlah sesuai pesanan ,positive
526,bagusssss barangnyaaaaa rekomended reseller,positive
527,barang sudah sampai sesuai deskripsi dalam kondisi baik thank gan,positive
528,sip ,positive
529,tqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqq,positive
530,tqqqqqqq stepless pas utk merk krisbow ,positive
531,paket sudah diterima dengan baik tks ,positive
532,ok gan barang pesanan saya sudah sampai trima kasi ,positive
533,makasih gan ,positive
534,thanx gan barang sudah d terima,positive
535,bagus dikirim cepat terima kasih,positive
536,siiiiiiiiiiiiiiiippp laahh,positive
537,pengiriman cepat dan barang yang dikirm mantep,positive
538,ssuiiiiippp barang e josss,positive
539,barangxa oke gan paking juga rapih ,positive
540,sesuai dengan harga ,positive
541,brg sudah saya terima thanks ,positive
542,wokeeee pengiriman cepat packing siip gojek e konco dewe mas bos hehehehe,positive
543,barang sdh sesuai dgn deskripsi hanya saja pada saat diterima isinya sdh tdk utuh lagi patah semua tdk tau dari awal sdh seperti itu atau larena packingnya kurang aman semoga kedepan dapat ditingkatkan lagi,negative
544,barang sdh sampai thx,positive
545,salah beli untuk mollar jangan pakai yang ini ,positive
546,bagus sesuai dgn deskripsi ,positive
547,barang bagus sesuai deskripsi,positive
548,sesuai order semoga cocok dg staplesnys,positive
549,yerima kasih ,positive
550,barang nya berpungsi dengan baik mantap lah pokok nya,positive
551,barang dan isinya sesuai pesanan,positive
552,barang sesuai pesanan dikirim dg cepat,positive
553,terimakasih pak barang sudah sampe barang nya sesuai keinginan best toko ini,positive
554,biar bintang yg menilai,positive
555,makasih makasih makasih makasih,positive
556,good fast respon thx gan ,positive
557,terimakasiihh belum di cobak ,positive
558,mantap produk sesuai ekpektasi,positive
559,mantaaaap fast dan berfungsi dengan baik sesuai etalase dan deskripsi sangat direkomendasikan utk pembeli ,positive
560,barang sesuai pesanan dan sampai dengan selamat,positive
561,barang bagus dah sampai dengan selamat maksh,positive
562,respon cepat kirim cepat barang sudah dicoba bagus ,positive
563,barang sesuai pesanan tp isi steples tdk semua yg dideskripsi bs masuk ,positive
564,sesuai dgn deskripsinya bagus cepat dan packaging rapih ,positive
565,stapler tembak nya bagus berfungsi dg baik harga mantabs semoga awet pengiriman cepat terima kasih,positive
566,barang bagus memuaskan ,positive
567,barang oke pengiriman super cepat,positive
568,mantul ,positive
569,barang sdh diterima packaging rapi dan berfungsi dgn baik thx,positive
570,barang bagus hanya pengiriman telat,positive
571,terima kasih barang sudah mendarat,positive
572,barang sesuai pict pesan pagi bsk udah sampai ,positive
573,gooodddd dan berfungsi dengan baik tq,positive
574,barang sesuai dgn pesanan,positive
575,barang oke sesuai iklan dan orderan thx,positive
576,top recomended seller,positive
577,barang sdh sampai okesiip,positive
578,barang dah sampai packing rapih terimakasih,positive
579,respon cepat produk berkualitas recommended,positive
580,mantap respon cepat tks,positive
581,sangat puas order lgsg di proses dan cepat pengirimannya,positive
582,sesuai gambar dan deskripsi semoga tahan lama,positive
583,barang sesuai ulasan mantap,positive
584,mantaaappp recomend banget,positive
585,respon cpt pengiriman juga cepet,positive
586,super respon n pengiriman super cepat belum coba semoga produknya juga ok,positive
587,mantapssss ,positive
588,mantap makasih gannn ,positive
589,respon mantap barang bermanfaat ,positive
590,mantab gan ,positive
591,barangnya sudah sampai dan sesuai,positive
592,terbaiklaaaaaaaaaaaaaaah,positive
593,terima kasih barang sudah sampai dan berfungsi dengan baik,positive
594,kiriman sudah sampai makasih gan,positive
595,sesuai gambar terima kasih gan,positive
596,pengiriman cepat barang sesuai deskripsi thanks ya,positive
597,bagus hentakan nya kenceng,positive
598,pengiriman cepat pelayanan mantap toko paling top,positive
599,barang qulitas baik bahan tebal tidak ada cacat recommended ,positive
600,produk ok sd dicoba berjalan baik semoga awet ,positive
601,produk original berkualitas berfungsi baik,positive
602,barang sesuai dengan spesifikasi thanks gan,positive
603,barang datang sesuai pesanan,positive
604,barang sesuai deskripsi pengiriman cepat ,positive
605,barang sesuai pesanan tapi blm di coba pengiriman cepat,positive
606, sip,positive
607,mkasih ,positive
608,sesuai harapan ok bagus mantap cuy ,positive
609,fast respond amp kualitas ok,positive
610,bagus pelayanan cepat,positive
611,kwalitas baik sdh di coba dan mudah pemakainx thanks ,positive
612,barang sudah di terima dengan cepat dan kondisi barang lengkap thanks,positive
613,thanks gan good job next order lagi,positive
614,barangnya mantap yang penting mureeee,positive
615,bos klu beli isinya ready,positive
616,barang sampai dan tes ok,positive
617,brg udah dateng respon cepet kemasan rapih tp belum dicoba moga awet dah ,positive
618,barang pesanan telah sampai pengiriman cepat hanya saja blm diperiksa krn sedang diluar rumah terima kasih ,positive
619,brng ny sesuai dg postingan n bagus ,positive
620,sip barang sesuai dgn deskripsi,positive
621,bagusss ,positive
622,ty gan respon cepat recomended seller sukses gan ,positive
623,sudah diterimaaaaaaaaaaaaa,positive
624,pking baik barang ok cuma agk lmbat pngirnnya ,positive
625,barang oke di tes nembaknya kencang mantap lah,positive
626,pesanan sampai sgt cepat belom dicoba barangnya tapi bagus kelihatannya cukup kokoh untuk harga murah ,positive
627,barang sudah dicoba hasilnya sangat bagus semoga awet,positive
628,barangnya sesuai dengan pesanan,positive
629,barang sesuai dengan deskripsi dites ok recommended seller sukses gan mksh ,positive
630,barans sesuai pesanan,positive
631,respon cepat produk sesuai deskripsi dan packing rapi,positive
632,terimakasih pengiriman cepat dan barang sesuai,positive
633,biarkan bintang yang berbicara ,positive
634,ok mudahan staples gun nya bisa berfungsi maksimal trims,positive
635,ukuran mak tertulis di product mm faktanya mm ,negative
636,mantaapp goodjobs ,positive
637,staples tembak nya bisa berfungsi baik barusan saya gunakan untuk staples sofa saya dan bisa hasil nya bagus dan rapi thank you ,positive
638,good product buy it pls,positive
639,barangnya sudah diterima dengan baik penanganan proses pengirimannya cepat kualitas barang ok punya murah ,positive
640,spek sesuwai dgn yg diiklankan respon cepat repeat order lancar teruss mantab ,positive
641,barang bagus telah dicoba tp utk ekspedisi wahana kurang baek lama ovel all goodjob,positive
642,barang sesuai deskripsi dan gambar smoga awet ,positive
643,pesan homaster kenmaster yang dikirim isi staples yg dikirim ternyata tidak cocok utk staplesnya parrahnya lagi isinya gak ada yg jual di kota saya nyesel beli disinu ,negative
644,barangnya sudah sampe berfungsi dengan baik cuma agak telat aja sampe nya tks gan,positive
645,mantap barang bagus sesuai harapan,positive
646,bagus goooooodddddddd ,positive
647,maaf baru bisa ngasih ulasan barang sdh diterima dengan baik cuma kalau dipake ke benda keras kurang nancap walaupun sudah diseting tapi oklah ,negative
648,packing rapi kuat bagus barang sesuai dicoba hasil bagus recomended sklii top,positive
649,thankkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,positive
650,barang sudah diterima sesuai pesanan,positive
651,terima kasih telah mengirimkan barang dengan cepat dan kondisinya sangat bagus bahkan dilengkapi pula dengan isinya terima kasih banyak cahayabelawa,positive
652,pelayanannya oke packingnya oke barangnya juga oke banget mksh boss,positive
653,barang sudah nyampai dengan selamat,positive
654,mantapppppppppppppppppppp,positive
655,sesuai pesanan terina kasih,positive
656,steples tembak bagus recomended,positive
657,barangnya bagus dan cepat sampainya,positive
658,sangat bermanfaat terimakasih banyak,positive
659,sippp ,positive
660,berfungsi dengan baik sukses selalu gan,positive
661,barang dah sya trima dgn slamat gan trims,positive
662,cakeepp ,positive
663,sesuai pesanan xxxxxxx,positive
664,barang sudah nyampai mantapp,positive
665,baranh sudah di terima sukses buat lapaknya ,positive
666,pengiriman cepat produk juga o k terima kasih,positive
667,barang sudah kami terima terima kasih,positive
668,sesuai pesanan pelayanan memuaskan,positive
669,suuuuuuiiiiiiiiiiiiiippppppppppp,positive
670,barang sudah sampai gan fast respond trus barang sesuai deskripsi lah pokoknya mantap lah,positive
671,mantab recomended lanjutkan,positive
672,barang sesuai dengan deksripsi dan foto,positive
673,barang sangat bagus kuat dan sesuai harapan,positive
674,barang bagus sesuai deskripsi pengiriman cepat packing rapih dan aman mantapp dehhh bintang utk agan,positive
675,makasih barangnya udah sampai,positive
676,bagus sesuai harapan,positive
677,kualitas mantap harga murah pengiriman cepat terimakasih ,positive
678,brg sampe sesuai pesanan bonusnya mksh gan ,positive
679,barang sudah sampai respon seller cepat sudah dicoba dan berfungai dengan baik terima kasih gan sukses terus jualannya,positive
680,barang sudah di terima ,positive
681,makasih gan brg dah sampe,positive
682,barang sesuai dgn pesanan recommended thx tokopedia dan cahaya belawa sukses terus utk keduanya,positive
683,tembakan nya mantap lah lain kali di cek dulu gan jual isi ulang staplesnya biar sesuai dengan tembakannya yg agan kirim ke saya isi ulangnya gx sesuai sekali tembak keluarnya staples ,negative
684,barang ok response cepat ,positive
685,barang sesuai yg diiklankan respons penjual sangat cepat bravo ,positive
686,sudah diterima sip sesuai dengan deskripsi,positive
687,barang sudah diterima dengan baik thanks ,positive
688,mantab barang bagus tembakan kenceng pakai isi staples model t mm masuk seller fast response walaupun ada kendala sedikit follow upnya luar biasa thx u bos sukses selalu,positive
689,sudah sampai sesuai dengan pesanan terima kasih gan,positive
690,barang sudah diterima kualitas bagus top seller,positive
691,barang sudah sampai pengiriman via gojek terima kasih atas respon dan pelayannnya yang baik ,positive
692,tampak fisik ok tp belum sempat dicoba ,negative
693,mantapppp gaaannnn ,positive
694,mantab gan thanks ,positive
695,dipacking dgn baik ada segel selotip barang belum dipakai tapi terlihat dapat berfungsi dgn baik made in china,positive
696,barang ok oh iya untuk refil isi ualangx bli d toko ap ya trima kasih,positive
697,barang sudah diterima dengan baik,positive
698,respon dan pengiriman cepat banget paking rapi dan aman uda di coba dan tidak ada masalah sukses gan ,positive
699,barang telah diterima dengan selamat dan waktu pengiriman relatip singkat pokoknya siiip dah ,positive
700,baguuuuuuuuuuuuuuuuuusssssssss,positive
701,terima kasih yaaaaa barangnya sudah sampai,positive
702,respon cepat barang bagusss sesuai iklan,positive
703,trimkasih sesui pesanan mantap poll,positive
704,makasih brng sdh aku trima dngn selamat ,positive
705,oke barang udah sampai gan makasih ya gan,positive
706,cakeeeeeeeeep next belanja lagi dah,positive
707,termiakasih gan barang cepet sampai dan barang bagus ,positive
708,trim gan barangnya sudah sampai barangnya okhe daya dorongnya kencang udah saya coba ,positive
709,barang sdh nyampe tks cepat responnya tapi belum dicoba,positive
710,bagus juga gan pas cobain tangan saya sampe sobek kena tancap ,positive
711,thank s brang smpai dg baik,positive
712,barang bagus sudah saya tes respon cepat thank youuuuuuuuu,positive
713,barangnya cepat datangnya barangnya juga bagus dah dicoba tembakannya kenceng thanks tokopedia tambah sukses,positive
714,cepat dan memuaskan seauai gambar,positive
715,biar bintang yang bicara thank,positive
716,express banget dah pokoknya barangnya mantapp,positive
717,kualitas produk baik barang sampai langsung di tes nembak kaca dan ternyata pecah hehehe pengiriman dan pelayanan juga baik,positive
718,pesanan saya sudah sampai cepat kirimnya dan barang sesuai deskripsi produk terimakasih ,positive
719,bagus dan mempermudah tugas dengan baik,positive
720,mantap sesuai deskripsi ,positive
721,terima kasih terima kasih,positive
722,reksell proses pengiriman cepat,positive
723,barang sudah sampai packing rapi barang sesuai transaksi,positive
724,maksih barang sampai dengan peking yabg baik maksih allhamdulilillah,positive
